cm_key,mvar2,mvar3,mvar4,mvar5
73677,0,58360,5,287
73678,0,0,3,187
73679,0,0,1,21
73680,1,0,6,355
73681,4,64152,4,4
73682,0,0,3,131
73683,0,160380,5,293
73684,3,0,3,162
73685,0,0,5,7
73686,0,181764,8,75
73687,0,4633,1,124
73688,0,184971,1,41
73689,1,121710,4,233
73690,0,48114,10,28
73691,0,0,4,28
73692,0,0,1,209
73693,2,16038,1,7
73694,1,0,3,85
73695,0,0,3,41
73696,1,63171,4,103
73697,0,0,1,22
73698,0,0,4,19
73699,0,25839,5,266
73700,2,48114,2,143
73701,3,50074,10,94
73702,0,0,1,35
73703,1,0,3,13
73704,5,0,2,239
73705,0,31541,2,87
73706,0,52390,6,89
73707,3,0,2,307
73708,2,189248,5,36
73709,1,85536,4,61
73710,1,0,2,86
73711,0,0,2,1
73712,1,0,4,75
73713,0,64152,7,85
73714,1,0,2,35
73715,0,0,1,50
73716,1,0,4,58
73717,0,0,3,20
73718,0,106920,4,15
73719,1,171428,10,2
73720,0,0,0,81
73721,0,115206,2,58
73722,2,76447,2,276
73723,1,0,1,246
73724,7,0,4,225
73725,2,0,3,144
73726,0,74844,7,2
73727,2,0,1,55
73728,0,0,2,201
73729,4,0,3,355
73730,0,0,4,4
73731,0,0,2,3
73732,4,0,3,39
73733,0,301692,7,171
73734,0,0,2,97
73735,1,53460,1,84
73736,1,101574,4,52
73737,0,0,3,80
73738,0,0,3,112
73739,0,0,4,1
73740,0,7128,4,128
73741,0,0,3,7
73742,1,15147,6,87
73743,0,0,1,118
73744,0,215622,7,9
73745,0,0,2,56
73746,1,0,2,7
73747,1,0,3,165
73748,0,334659,12,15
73749,0,0,2,70
73750,2,0,5,201
73751,0,0,5,62
73752,0,0,3,3
73753,2,0,4,136
73754,11,0,1,251
73755,2,267300,3,278
73756,1,171072,1,109
73757,1,0,2,81
73758,0,0,5,187
73759,0,0,3,153
73760,0,0,1,7
73761,0,0,4,32
73762,2,0,4,7
73763,0,0,4,43
73764,5,133650,8,126
73765,6,0,4,41
73766,0,332788,12,1
73767,1,0,7,181
73768,0,75913,3,36
73769,0,0,4,44
73770,0,0,3,24
73771,6,0,5,317
73772,0,0,3,271
73773,0,256608,6,5
73774,11,104247,0,195
73775,0,0,3,167
73776,5,133650,2,113
73777,0,0,3,65
73778,4,0,3,81
73779,0,133650,3,12
73780,0,0,4,32
73781,2,0,5,14
73782,0,0,1,257
73783,0,0,6,333
73784,0,5346,4,5
73785,0,137214,5,40
73786,0,133650,1,20
73787,0,0,2,38
73788,0,64152,6,1
73789,0,0,2,355
73790,0,20849,2,69
73791,2,0,0,12
73792,0,0,4,18
73793,0,0,9,31
73794,5,34749,4,155
73795,1,67448,4,7
73796,1,0,8,7
73797,0,0,4,28
73798,0,0,3,129
73799,0,180694,1,89
73800,1,0,2,8
73801,2,0,1,12
73802,2,92842,11,175
73803,0,178021,2,25
73804,0,0,8,126
73805,0,53460,2,82
73806,0,82863,2,41
73807,0,0,2,70
73808,0,96228,5,70
73809,0,0,7,290
73810,2,0,2,6
73811,0,0,2,247
73812,0,10692,5,182
73813,9,172854,11,74
73814,0,0,3,41
73815,1,159310,2,115
73816,0,0,2,44
73817,1,0,4,90
73818,0,0,2,99
73819,0,0,5,9
73820,3,0,2,111
73821,0,10692,4,25
73822,0,0,6,254
73823,1,0,1,43
73824,1,0,4,85
73825,9,159310,5,44
73826,1,0,1,7
73827,0,0,2,7
73828,4,0,4,59
73829,1,0,5,174
73830,1,0,4,9
73831,1,0,7,1
73832,0,0,4,7
73833,7,0,6,60
73834,0,0,3,34
73835,1,94624,3,171
73836,0,0,2,98
73837,0,0,4,177
73838,0,0,2,37
73839,0,235224,0,44
73840,0,0,3,51
73841,1,5346,5,16
73842,0,434629,4,11
73843,0,0,3,82
73844,0,133650,5,7
73845,2,0,1,175
73846,1,0,3,14
73847,0,101039,5,33
73848,0,0,0,107
73849,1,0,4,257
73850,0,5346,2,9
73851,0,158241,1,24
73852,1,0,6,226
73853,0,0,1,49
73854,0,0,4,11
73855,0,0,4,319
73856,2,0,0,136
73857,1,0,2,152
73858,5,0,2,257
73859,1,239500,1,7
73860,1,0,4,123
73861,0,0,4,102
73862,3,133650,3,112
73863,0,10692,2,8
73864,0,0,1,72
73865,0,111998,2,39
73866,0,16038,4,5
73867,0,0,4,62
73868,9,0,3,4
73869,1,16038,4,82
73870,0,156103,0,4
73871,1,0,5,89
73872,0,0,2,8
73873,0,0,2,76
73874,1,0,5,21
73875,0,209028,2,38
73876,0,0,3,34
73877,0,0,1,7
73878,0,240570,8,13
73879,1,122958,1,7
73880,1,0,5,37
73881,0,0,3,16
73882,0,350608,4,274
73883,0,0,4,77
73884,0,102643,4,84
73885,8,0,4,16
73886,0,0,4,21
73887,4,109058,1,115
73888,2,5346,7,21
73889,0,53460,2,38
73890,0,96228,3,92
73891,0,37422,6,31
73892,1,0,7,149
73893,1,5346,4,7
73894,4,9622,3,185
73895,0,0,4,221
73896,1,133650,9,34
73897,0,80190,3,103
73898,1,0,4,125
73899,0,71280,4,29
73900,0,198871,3,78
73901,4,0,5,355
73902,0,153964,4,355
73903,0,0,0,18
73904,1,0,2,252
73905,2,0,0,87
73906,4,267300,2,234
73907,0,0,6,28
73908,2,0,4,1
73909,0,0,3,42
73910,0,181229,2,89
73911,0,0,3,8
73912,0,0,5,199
73913,0,0,1,92
73914,0,89100,3,229
73915,0,0,4,17
73916,0,0,4,1
73917,0,181764,4,5
73918,0,106920,12,9
73919,2,112266,3,139
73920,0,2673,4,14
73921,1,0,3,126
73922,1,0,3,329
73923,2,0,3,7
73924,0,338580,9,5
73925,0,0,2,6
73926,2,0,3,103
73927,0,26730,4,134
73928,0,0,4,116
73929,4,0,3,325
73930,5,0,4,60
73931,0,0,2,32
73932,1,239500,6,12
73933,2,0,3,65
73934,0,0,3,30
73935,3,0,4,108
73936,0,0,1,26
73937,2,0,1,119
73938,0,0,9,68
73939,1,0,0,1
73940,1,166260,4,42
73941,1,0,2,14
73942,5,0,0,124
73943,0,0,2,94
73944,1,0,6,287
73945,0,0,0,140
73946,0,74844,1,66
73947,4,0,2,3
73948,0,0,4,221
73949,4,0,0,120
73950,0,0,2,48
73951,6,0,3,103
73952,0,0,1,5
73953,4,0,2,52
73954,0,0,6,6
73955,1,0,2,100
73956,1,0,3,144
73957,3,0,1,196
73958,5,0,4,355
73959,2,0,1,1
73960,0,0,1,40
73961,1,0,3,10
73962,0,0,1,28
73963,1,234154,6,10
73964,1,0,4,281
73965,0,0,1,149
73966,1,105316,9,17
73967,4,213840,0,65
73968,1,350163,1,36
73969,0,0,6,52
73970,0,186575,4,6
73971,0,0,4,25
73972,4,0,1,153
73973,1,0,1,198
73974,0,228541,3,259
73975,1,0,8,190
73976,0,87139,5,18
73977,0,85536,1,58
73978,0,0,4,54
73979,0,0,1,53
73980,1,0,1,44
73981,4,38313,4,32
73982,1,0,2,45
73983,0,434629,4,56
73984,6,0,4,22
73985,2,0,3,23
73986,0,0,2,184
73987,4,0,0,56
73988,0,13365,4,7
73989,0,0,2,49
73990,4,0,2,130
73991,1,0,4,51
73992,0,96228,3,5
73993,0,0,3,5
73994,3,119750,2,88
73995,2,0,4,50
73996,4,0,2,69
73997,2,0,4,12
73998,0,0,2,37
73999,4,29403,5,53
74000,1,0,2,75
74001,0,0,1,18
74002,1,0,0,184
74003,0,0,1,20
74004,0,0,3,198
74005,0,0,2,184
74006,0,0,4,69
74007,1,0,2,33
74008,2,0,1,164
74009,1,0,1,14
74010,2,0,1,118
74011,2,0,2,180
74012,0,21384,8,8
74013,0,0,2,4
74014,0,0,0,100
74015,0,172675,2,69
74016,3,0,1,332
74017,2,7484,1,22
74018,0,0,3,191
74019,0,434629,4,38
74020,1,0,6,71
74021,2,0,2,266
74022,0,225423,1,149
74023,0,0,6,172
74024,0,0,4,129
74025,1,0,8,46
74026,4,213840,8,28
74027,1,288684,2,63
74028,4,0,4,127
74029,5,0,1,355
74030,0,0,2,4
74031,3,98366,1,9
74032,0,44906,6,246
74033,0,0,3,276
74034,0,0,1,265
74035,2,0,1,22
74036,0,129373,6,14
74037,3,0,1,333
74038,0,0,0,129
74039,1,0,5,35
74040,1,26730,0,57
74041,0,0,1,212
74042,0,0,1,5
74043,2,34214,4,2
74044,0,0,1,96
74045,4,0,0,49
74046,1,0,0,46
74047,4,0,2,6
74048,0,0,4,355
74049,1,0,3,180
74050,0,133650,2,65
74051,0,434629,2,69
74052,0,0,2,195
74053,2,21384,3,17
74054,6,0,10,16
74055,1,0,4,34
74056,5,32076,7,247
74057,1,0,2,15
74058,0,13899,1,58
74059,2,0,2,15
74060,5,0,0,148
74061,0,205286,3,79
74062,4,187110,1,118
74063,0,0,1,8
74064,1,0,1,98
74065,0,0,3,280
74066,0,0,2,92
74067,6,0,4,135
74068,1,126700,2,220
74069,0,0,4,190
74070,3,0,4,270
74071,0,0,5,14
74072,5,0,2,21
74073,0,0,6,12
74074,0,0,8,23
74075,0,0,1,273
74076,4,0,2,4
74077,5,0,5,6
74078,5,891,9,10
74079,1,0,3,170
74080,1,16038,2,28
74081,1,0,1,171
74082,2,0,5,125
74083,1,0,0,180
74084,1,0,2,199
74085,1,8019,7,11
74086,2,187110,2,151
74087,0,0,3,30
74088,0,0,1,355
74089,0,0,1,6
74090,4,240570,3,142
74091,1,0,3,222
74092,0,0,4,10
74093,0,0,2,21
74094,1,0,1,100
74095,0,0,5,40
74096,0,92485,4,65
74097,0,38758,4,17
74098,4,53460,6,152
74099,0,0,8,67
74100,4,21384,4,40
74101,0,5346,7,7
74102,0,0,4,96
74103,2,0,3,65
74104,3,0,4,46
74105,0,0,1,14
74106,0,160380,4,14
74107,1,0,4,193
74108,0,42233,1,28
74109,4,267300,8,21
74110,0,434629,4,61
74111,0,0,1,8
74112,1,26730,10,29
74113,0,0,4,90
74114,0,0,2,80
74115,4,160380,4,183
74116,0,0,2,30
74117,2,0,4,11
74118,1,0,5,355
74119,0,0,2,58
74120,0,70567,8,34
74121,0,0,0,234
74122,0,0,6,109
74123,4,152361,3,7
74124,0,0,1,133
74125,0,0,3,220
74126,0,0,5,13
74127,0,135253,2,108
74128,2,374754,4,6
74129,1,0,4,3
74130,2,374754,12,120
74131,3,30472,4,339
74132,0,0,4,63
74133,0,117255,6,144
74134,0,0,2,64
74135,1,0,0,16
74136,0,165726,1,171
74137,0,122423,4,42
74138,6,0,1,29
74139,4,37422,1,63
74140,0,0,1,40
74141,2,235758,2,91
74142,0,0,8,9
74143,0,263023,4,8
74144,0,0,4,8
74145,1,73774,4,52
74146,1,0,4,153
74147,1,72705,3,7
74148,0,0,4,7
74149,1,0,4,21
74150,4,0,8,225
74151,0,0,4,268
74152,0,7840,5,23
74153,0,0,1,14
74154,1,96762,4,41
74155,1,0,1,18
74156,0,66825,3,24
74157,0,0,4,28
74158,3,8019,2,15
74159,0,0,3,35
74160,4,0,4,34
74161,11,0,3,299
74162,4,53460,2,92
74163,1,0,3,113
74164,0,151648,7,20
74165,0,0,1,162
74166,4,0,3,91
74167,2,0,1,68
74168,0,0,1,9
74169,3,2673,4,29
74170,0,0,1,274
74171,0,0,3,20
74172,0,79299,2,91
74173,0,52390,12,46
74174,0,53460,4,289
74175,0,0,2,14
74176,0,64152,2,4
74177,1,0,2,72
74178,0,0,4,34
74179,0,107454,1,5
74180,0,32076,4,146
74181,0,0,4,155
74182,1,8019,4,35
74183,0,106920,2,151
74184,3,0,3,40
74185,0,0,2,166
74186,3,434629,3,105
74187,2,0,2,66
74188,1,0,1,88
74189,0,0,1,198
74190,1,0,6,49
74191,1,5880,9,86
74192,0,0,2,178
74193,0,167151,0,103
74194,0,0,4,34
74195,0,0,1,137
74196,0,0,3,9
74197,0,49896,1,76
74198,1,0,0,26
74199,0,0,1,182
74200,0,0,2,57
74201,4,0,9,72
74202,5,178912,4,180
74203,3,0,5,21
74204,0,8910,2,213
74205,2,0,5,21
74206,4,0,8,95
74207,1,53460,4,95
74208,1,0,3,131
74209,1,0,4,1
74210,0,0,2,355
74211,0,0,4,96
74212,2,0,0,97
74213,3,32076,8,49
74214,4,0,2,4
74215,0,0,2,114
74216,0,109058,3,5
74217,1,26730,2,21
74218,0,0,2,25
74219,3,2673,3,2
74220,0,0,0,12
74221,0,0,1,8
74222,4,180694,3,172
74223,3,0,2,4
74224,2,0,4,7
74225,0,0,3,100
74226,0,0,2,14
74227,2,0,4,106
74228,0,0,3,313
74229,3,10692,7,57
74230,5,133650,3,202
74231,0,53460,4,3
74232,5,0,5,2
74233,2,0,8,24
74234,0,24591,4,225
74235,0,113335,8,6
74236,0,201009,10,280
74237,5,0,4,260
74238,0,0,1,181
74239,3,0,2,159
74240,0,48114,2,4
74241,0,211167,3,89
74242,1,0,2,74
74243,4,0,4,141
74244,0,133650,1,28
74245,1,0,4,21
74246,4,0,5,7
74247,0,122958,2,3
74248,0,0,3,142
74249,0,0,1,1
74250,0,0,0,309
74251,0,0,1,316
74252,0,0,4,276
74253,0,0,1,132
74254,1,0,4,14
74255,1,0,3,92
74256,2,0,4,32
74257,1,2673,7,147
74258,0,0,1,30
74259,2,0,0,117
74260,3,0,4,69
74261,0,0,4,41
74262,0,7128,2,13
74263,0,0,2,10
74264,0,0,0,264
74265,1,53460,4,14
74266,0,5167,4,91
74267,0,0,4,219
74268,4,12028,8,31
74269,0,0,4,216
74270,3,0,1,271
74271,1,0,4,84
74272,2,0,0,1
74273,0,0,2,186
74274,0,40629,3,56
74275,1,21918,4,23
74276,4,0,4,92
74277,1,106920,4,11
74278,3,217582,5,36
74279,0,0,0,148
74280,0,187110,4,195
74281,1,0,0,173
74282,0,26730,0,5
74283,0,0,3,10
74284,0,106920,4,260
74285,0,343213,6,109
74286,1,292248,2,27
74287,2,11583,5,84
74288,0,105850,2,170
74289,5,0,0,18
74290,0,237006,5,177
74291,0,74844,1,161
74292,0,0,3,53
74293,0,0,2,237
74294,3,21918,8,99
74295,1,0,0,269
74296,2,0,4,259
74297,1,0,0,53
74298,0,0,0,113
74299,5,0,4,92
74300,0,128304,0,7
74301,0,0,2,92
74302,0,0,8,25
74303,0,0,4,59
74304,0,144876,8,127
74305,0,0,0,30
74306,0,0,6,202
74307,4,0,2,3
74308,4,133650,2,141
74309,1,0,6,184
74310,3,56133,8,19
74311,0,0,0,249
74312,0,0,0,182
74313,0,0,4,96
74314,0,0,1,42
74315,4,0,3,64
74316,0,0,4,30
74317,4,51856,3,15
74318,0,0,3,150
74319,1,19245,2,26
74320,0,16038,6,21
74321,4,0,0,14
74322,4,10959,4,6
74323,3,0,2,355
74324,0,0,2,83
74325,1,44550,5,11
74326,1,0,4,42
74327,1,179982,2,75
74328,3,0,3,240
74329,4,0,1,210
74330,4,133650,4,355
74331,2,160380,4,7
74332,1,0,9,62
74333,0,0,2,7
74334,1,0,4,118
74335,1,0,3,105
74336,6,0,1,40
74337,0,0,3,36
74338,0,226670,4,43
74339,0,0,3,164
74340,0,6415,2,188
74341,1,0,1,246
74342,0,55598,3,10
74343,3,0,4,54
74344,4,0,2,252
74345,0,0,1,55
74346,0,0,4,18
74347,0,78051,4,4
74348,11,10692,2,164
74349,0,155034,4,10
74350,2,0,3,23
74351,0,0,1,18
74352,0,98366,5,226
74353,2,16572,2,13
74354,1,0,1,8
74355,1,0,3,45
74356,4,0,6,130
74357,3,281199,2,223
74358,2,267300,5,49
74359,1,49717,0,214
74360,1,60944,2,114
74361,0,200920,4,24
74362,5,0,7,6
74363,1,0,4,179
74364,0,0,3,169
74365,1,26730,4,117
74366,0,0,3,50
74367,5,0,5,223
74368,0,0,1,37
74369,1,0,4,62
74370,4,0,2,100
74371,3,111196,3,17
74372,0,0,12,189
74373,4,267300,2,78
74374,0,133650,4,8
74375,0,0,0,8
74376,0,0,1,318
74377,0,0,3,238
74378,0,0,1,198
74379,0,0,4,21
74380,1,53460,4,82
74381,0,0,12,225
74382,0,84199,1,17
74383,1,54529,6,94
74384,0,0,4,36
74385,0,51321,12,4
74386,2,0,2,326
74387,0,0,4,41
74388,0,341074,2,142
74389,0,172675,8,2
74390,3,0,2,15
74391,0,90882,6,40
74392,4,290822,8,355
74393,0,0,1,36
74394,0,0,8,10
74395,1,10692,3,12
74396,1,39560,4,36
74397,7,82863,4,231
74398,0,0,2,10
74399,0,0,1,10
74400,0,117612,4,11
74401,0,117612,4,58
74402,1,0,12,163
74403,5,76715,5,6
74404,0,0,8,2
74405,0,0,1,14
74406,0,0,5,21
74407,4,0,1,30
74408,2,0,2,14
74409,5,0,3,15
74410,2,0,1,53
74411,0,124027,3,5
74412,0,85536,8,46
74413,0,0,0,121
74414,0,8910,3,1
74415,0,0,7,29
74416,0,0,1,8
74417,0,80190,6,8
74418,1,0,2,72
74419,5,267300,4,3
74420,0,133650,4,162
74421,0,0,4,62
74422,3,0,1,31
74423,0,0,2,41
74424,0,12830,4,114
74425,0,0,2,25
74426,1,0,1,185
74427,4,49717,2,218
74428,0,160380,4,90
74429,1,264627,3,106
74430,0,24591,5,7
74431,0,0,4,12
74432,0,13899,4,34
74433,2,0,2,355
74434,0,0,1,202
74435,4,0,1,150
74436,2,5880,3,48
74437,4,0,4,112
74438,0,37956,1,168
74439,1,411642,4,106
74440,0,0,1,52
74441,0,80190,5,14
74442,3,28333,7,84
74443,0,0,1,50
74444,0,0,3,204
74445,0,98901,6,288
74446,0,0,1,41
74447,0,0,4,2
74448,1,118681,2,55
74449,0,0,4,198
74450,0,237006,12,1
74451,2,5346,2,184
74452,1,149688,4,28
74453,0,0,4,14
74454,0,152895,5,4
74455,1,103890,3,18
74456,1,0,1,39
74457,2,0,4,7
74458,0,0,1,43
74459,0,0,3,89
74460,0,0,0,257
74461,1,0,2,16
74462,1,0,7,7
74463,0,0,3,82
74464,0,0,3,35
74465,0,0,1,172
74466,0,0,0,92
74467,0,18711,8,191
74468,6,0,2,111
74469,0,0,2,12
74470,0,62191,2,102
74471,0,53460,1,5
74472,0,0,2,43
74473,0,0,4,6
74474,1,75378,3,41
74475,0,0,2,99
74476,5,0,0,355
74477,0,0,1,41
74478,5,0,7,35
74479,0,64152,3,103
74480,0,0,4,355
74481,0,0,2,93
74482,0,124740,6,67
74483,2,0,2,142
74484,0,0,3,116
74485,0,71636,4,25
74486,0,0,4,41
74487,5,0,0,48
74488,0,89991,4,3
74489,1,2673,2,98
74490,0,166349,12,9
74491,0,96228,1,83
74492,1,49183,7,229
74493,0,0,2,51
74494,1,0,4,45
74495,4,0,5,345
74496,1,112800,4,12
74497,2,26730,0,355
74498,0,5346,4,7
74499,0,0,3,10
74500,4,0,2,140
74501,0,73240,6,10
74502,0,150757,6,43
74503,3,109593,3,84
74504,0,0,1,15
74505,1,0,4,48
74506,4,80190,1,126
74507,0,0,2,7
74508,2,0,1,12
74509,3,0,5,15
74510,0,0,1,4
74511,0,0,2,29
74512,1,31185,3,55
74513,1,0,2,11
74514,2,26730,4,212
74515,0,0,2,127
74516,1,0,0,44
74517,1,0,4,47
74518,0,0,4,12
74519,0,0,1,47
74520,1,106920,8,13
74521,0,0,4,82
74522,1,94446,9,248
74523,1,0,1,343
74524,2,0,2,221
74525,0,267300,6,74
74526,0,35640,3,4
74527,3,80190,3,2
74528,0,0,2,294
74529,1,0,3,9
74530,1,106920,1,51
74531,3,0,2,213
74532,0,0,2,70
74533,1,75378,2,198
74534,0,0,4,111
74535,1,0,4,184
74536,2,26730,4,24
74537,0,199940,9,7
74538,1,0,1,94
74539,1,0,1,70
74540,1,0,0,238
74541,1,53460,1,22
74542,0,0,2,193
74543,1,31185,10,1
74544,2,0,1,167
74545,0,0,4,200
74546,0,0,2,56
74547,0,0,4,212
74548,1,24591,2,33
74549,0,0,4,134
74550,0,37422,4,110
74551,2,0,2,135
74552,2,0,3,12
74553,4,0,2,75
74554,0,0,0,47
74555,0,0,3,95
74556,0,2673,0,1
74557,1,0,3,251
74558,1,0,1,31
74559,0,0,1,211
74560,0,0,1,1
74561,0,10692,2,21
74562,0,0,0,32
74563,0,0,3,150
74564,0,0,4,14
74565,1,133650,4,86
74566,0,0,5,11
74567,0,0,4,75
74568,0,11226,0,122
74569,0,0,3,263
74570,0,0,4,41
74571,1,358182,4,287
74572,1,0,1,28
74573,1,182298,2,5
74574,0,105316,2,18
74575,1,90882,5,299
74576,0,133650,4,87
74577,0,0,11,51
74578,0,0,2,92
74579,0,19245,7,19
74580,0,0,0,355
74581,1,0,3,86
74582,5,0,2,44
74583,1,0,12,267
74584,6,101574,0,4
74585,0,0,1,326
74586,1,0,5,18
74587,0,61479,4,35
74588,0,20849,6,6
74589,0,85536,2,7
74590,0,106920,5,7
74591,1,160380,3,21
74592,0,0,6,164
74593,0,0,1,2
74594,0,0,1,7
74595,0,106920,3,9
74596,1,0,1,6
74597,3,0,3,223
74598,3,0,3,192
74599,1,178556,1,5
74600,0,0,0,189
74601,1,0,3,192
74602,0,122958,0,78
74603,1,0,2,8
74604,4,0,3,227
74605,3,0,1,119
74606,0,267300,4,274
74607,0,0,1,98
74608,1,0,3,8
74609,1,187110,3,8
74610,0,0,3,190
74611,0,58806,4,14
74612,1,0,0,213
74613,0,106920,5,47
74614,1,0,1,99
74615,1,59340,3,257
74616,0,0,2,117
74617,1,32076,5,7
74618,0,0,4,116
74619,0,434629,4,47
74620,0,53460,2,199
74621,0,0,3,41
74622,0,157172,3,31
74623,2,0,4,30
74624,1,5346,5,184
74625,1,0,2,343
74626,0,0,3,244
74627,0,0,0,2
74628,2,0,4,309
74629,4,0,4,16
74630,1,4811,4,33
74631,0,37422,4,209
74632,1,78586,1,93
74633,5,0,4,21
74634,0,0,1,256
74635,0,318087,8,45
74636,0,0,3,26
74637,4,205286,1,28
74638,1,271755,4,29
74639,0,42768,3,280
74640,5,0,4,99
74641,5,0,0,122
74642,0,0,3,89
74643,1,167864,8,148
74644,1,0,4,53
74645,0,124740,4,93
74646,0,0,10,17
74647,1,160380,4,4
74648,1,53460,6,28
74649,0,0,2,84
74650,5,67894,3,202
74651,1,0,0,26
74652,1,0,3,89
74653,2,171072,5,18
74654,0,0,7,15
74655,1,106920,3,28
74656,0,0,3,34
74657,2,0,2,62
74658,0,0,0,96
74659,2,102108,1,5
74660,0,0,3,222
74661,3,18711,4,5
74662,3,6415,2,40
74663,0,17107,2,87
74664,1,147549,8,11
74665,1,122958,4,6
74666,0,0,2,113
74667,0,0,4,269
74668,4,0,6,44
74669,1,10692,5,17
74670,2,0,4,23
74671,0,148084,6,33
74672,4,263290,4,13
74673,5,128304,8,110
74674,1,0,4,31
74675,0,0,4,19
74676,0,35640,12,7
74677,0,31006,3,130
74678,0,0,2,13
74679,0,18176,9,15
74680,0,220789,8,20
74681,4,0,2,126
74682,2,0,4,73
74683,0,0,0,242
74684,5,266765,7,62
74685,0,176418,6,116
74686,1,100504,2,184
74687,1,0,1,146
74688,0,0,2,75
74689,0,0,3,101
74690,0,0,2,134
74691,0,0,2,8
74692,2,0,3,222
74693,4,155925,3,180
74694,0,29937,8,48
74695,11,0,2,28
74696,0,0,1,13
74697,0,95158,3,157
74698,0,0,2,7
74699,2,0,3,46
74700,2,0,3,119
74701,0,58806,3,32
74702,0,0,4,130
74703,0,0,3,77
74704,0,0,1,194
74705,0,0,4,75
74706,0,0,3,22
74707,3,0,1,115
74708,4,53460,1,11
74709,1,0,0,96
74710,2,0,4,23
74711,1,72883,3,13
74712,2,0,1,75
74713,1,0,1,291
74714,1,16038,4,18
74715,0,305791,12,173
74716,0,0,4,221
74717,0,0,2,15
74718,0,53460,12,6
74719,1,45441,2,9
74720,9,0,2,95
74721,7,11761,5,2
74722,2,0,2,96
74723,6,0,6,248
74724,1,79655,6,86
74725,0,145411,2,355
74726,0,0,4,8
74727,0,0,1,39
74728,0,213840,1,348
74729,0,0,4,189
74730,1,49896,8,27
74731,1,0,4,77
74732,0,2673,0,126
74733,0,57024,1,46
74734,0,0,4,27
74735,1,106920,4,8
74736,0,0,1,72
74737,1,0,4,55
74738,2,0,8,21
74739,0,0,3,75
74740,0,0,2,232
74741,1,0,4,183
74742,1,127769,3,11
74743,0,0,5,116
74744,0,132046,6,40
74745,0,0,1,7
74746,1,0,3,189
74747,1,243243,4,1
74748,0,0,3,95
74749,0,65934,1,7
74750,2,0,3,15
74751,0,0,3,35
74752,0,0,2,28
74753,2,0,5,1
74754,1,0,2,20
74755,4,0,2,55
74756,0,133650,2,120
74757,1,0,3,7
74758,4,434629,9,100
74759,0,108523,4,61
74760,0,0,5,13
74761,1,0,0,102
74762,0,167864,4,57
74763,0,434629,4,194
74764,0,83397,2,348
74765,4,0,4,18
74766,4,93555,2,98
74767,1,0,4,87
74768,0,0,4,170
74769,5,0,2,281
74770,0,8019,2,271
74771,6,0,3,259
74772,0,144876,4,55
74773,0,0,1,2
74774,2,0,2,185
74775,0,79120,3,9
74776,3,0,4,203
74777,0,0,0,17
74778,2,183546,4,9
74779,0,0,1,21
74780,2,133650,7,44
74781,0,66825,1,13
74782,0,5346,4,27
74783,3,5346,9,7
74784,0,0,3,13
74785,5,0,1,92
74786,0,0,3,83
74787,1,0,3,148
74788,2,0,1,50
74789,0,0,4,49
74790,3,434629,8,64
74791,1,8553,0,183
74792,0,160380,4,14
74793,3,93733,9,1
74794,4,0,4,5
74795,0,0,3,289
74796,4,175348,4,6
74797,2,106920,5,35
74798,0,82863,1,191
74799,1,0,2,10
74800,6,0,2,355
74801,1,0,1,96
74802,1,0,4,7
74803,0,0,4,86
74804,0,122958,2,175
74805,0,0,2,43
74806,4,0,5,80
74807,0,0,0,35
74808,0,0,1,199
74809,0,0,5,291
74810,2,26730,3,171
74811,2,0,3,210
74812,5,0,2,49
74813,1,0,1,303
74814,1,0,3,10
74815,2,0,4,72
74816,4,133650,4,94
74817,0,0,3,162
74818,3,0,7,80
74819,4,320403,1,67
74820,0,0,3,23
74821,0,0,3,55
74822,0,0,3,103
74823,0,0,1,4
74824,1,0,2,19
74825,0,324502,3,7
74826,0,160380,7,63
74827,4,0,1,351
74828,0,0,1,23
74829,0,0,5,28
74830,1,0,0,54
74831,0,0,2,122
74832,0,133650,4,93
74833,0,0,4,23
74834,5,0,2,22
74835,1,10692,3,203
74836,8,187110,5,8
74837,0,0,6,13
74838,1,0,8,13
74839,4,0,2,14
74840,0,0,1,4
74841,0,26730,7,35
74842,1,0,1,96
74843,0,12830,5,188
74844,1,0,8,355
74845,1,155034,4,62
74846,1,133650,4,119
74847,0,0,1,60
74848,0,0,2,265
74849,0,0,2,6
74850,2,0,2,31
74851,1,0,2,106
74852,0,0,3,265
74853,5,0,5,98
74854,1,0,0,14
74855,0,87139,4,123
74856,0,33858,0,14
74857,0,91951,4,52
74858,1,228808,2,229
74859,3,0,0,8
74860,0,0,1,90
74861,1,88743,0,213
74862,0,0,6,14
74863,5,0,4,198
74864,2,0,3,277
74865,0,53460,2,9
74866,0,0,0,112
74867,1,0,3,57
74868,2,0,5,86
74869,0,0,3,95
74870,0,0,2,41
74871,1,0,3,134
74872,0,106920,8,355
74873,0,0,1,66
74874,1,0,8,37
74875,0,0,0,288
74876,3,0,2,114
74877,0,96762,4,6
74878,0,143272,4,88
74879,1,0,3,67
74880,5,16038,4,36
74881,1,2316,6,9
74882,0,283338,1,7
74883,1,133650,4,109
74884,1,85536,2,13
74885,0,187110,4,26
74886,3,122958,0,35
74887,1,0,2,34
74888,1,0,4,239
74889,2,434629,12,142
74890,1,63082,3,11
74891,0,0,2,46
74892,0,187110,12,20
74893,0,0,0,216
74894,4,0,2,310
74895,1,16038,0,14
74896,0,37422,4,21
74897,0,0,4,105
74898,3,0,3,48
74899,0,0,1,189
74900,0,0,3,46
74901,0,0,4,1
74902,0,12474,7,9
74903,1,37422,10,2
74904,0,176418,12,286
